check,warn_count,info_count,clean_count,sample_note,sample_finding
"Internal consistency — ""structured types as error correction""",0,1,0,,
"Internal consistency — ""trajectory, not a law"" vs. ""persist under scaling""",0,1,0,,
"Internal consistency — ""volume not time""",0,1,0,,
"Internal consistency — ""what this framing does and doesn't explain""",0,1,0,,
Internal consistency — Caveats tension,0,1,0,,
Internal consistency — claim 7 vs examples,0,1,0,,
Internal consistency — claims 7 and 8,0,1,0,,
Internal consistency — link-removal test vs. network accumulation,0,1,0,,
Internal consistency — ordering claim,0,1,0,,
Internal consistency — potential tension,0,1,0,,
Internal consistency — tension acknowledged but unresolved,0,1,0,,
"Internal consistency — tension between ""current implementation"" and body argument",0,1,0,,
Internal consistency — tension between flywheel claim and weak-claim framing,0,1,0,,
Internal consistency — title vs. body,0,1,0,,
"Internal consistency: ""everything that in-context learning alone is not""",0,1,0,,
Amplification condition — TPR > FPR,0,0,1,,
Completeness / Two reasons structure,0,0,1,,
Completeness — FlashAttention and tokenizer examples,0,0,1,,
Completeness — Toulmin component coverage,0,0,1,,
Completeness — affordances table,0,0,1,,
Completeness — caveats coverage,0,0,1,,
Completeness — incremental constraining sequence,0,0,1,,
Completeness — knowledge types vs. Koylanai,0,0,1,,
Completeness — operations enumeration,0,0,1,,
Completeness — spec mining framing,0,0,1,,
Content bias grounding,0,0,1,,
Grounding -- ad-hoc-prompts link,0,0,1,,
Grounding -- constraining gradient claim,0,0,1,,
Grounding -- scoping link,0,0,1,,
Grounding / agent-statelessness note,0,0,1,,
Grounding / context-injection note,0,0,1,,
Grounding / failure-mode overlap note,0,0,1,,
Grounding alignment / linked notes,0,0,1,,
Grounding alignment — ConvexBench core claim,0,0,1,,
Grounding alignment — Paulsen core claim,0,0,1,,
Grounding alignment — Thalo comparison,0,0,1,,
Grounding alignment — agent statelessness source,0,0,1,,
Grounding alignment — arscontexta,0,0,1,,
Grounding alignment — bitter lesson boundary,0,0,1,,
Grounding alignment — bounded-context orchestration model,0,0,1,,
Grounding alignment — build-time generation,0,0,1,,
Grounding alignment — codification,0,0,1,,
Grounding alignment — codification contrast,0,0,1,,
Grounding alignment — constraining pattern,0,0,1,,
Grounding alignment — context efficiency note,0,0,1,,
Grounding alignment — context-efficiency note,0,0,1,,
Grounding alignment — cybernetics source,0,0,1,,
Grounding alignment — deep search note,0,0,1,,
Grounding alignment — distillation contrast,0,0,1,,
Grounding alignment — error correction,0,0,1,,
Grounding alignment — error-correction link,0,0,1,,
Grounding alignment — homoiconicity,0,0,1,,
Grounding alignment — indirection note,0,0,1,,
Grounding alignment — information-value-is-observer-relative,0,0,1,,
Grounding alignment — inspectable substrate,0,0,1,,
Grounding alignment — instruction specificity,0,0,2,,
Grounding alignment — instruction specificity source,0,0,1,,
Grounding alignment — interpretation-narrowing link,0,0,1,,
Grounding alignment — link contracts framework,0,0,1,,
Grounding alignment — methodology-enforcement link,0,0,1,,
Grounding alignment — oracle strength spectrum,0,0,1,,
Grounding alignment — quality signals note,0,0,1,,
Grounding alignment — stale indexes,0,0,1,,
Grounding alignment — stale indexes note,0,0,1,,
Grounding alignment — tool-use as different path,0,0,1,,
Grounding alignment — type-system-index,0,0,1,,
Grounding alignment — underspecified semantics,0,0,1,,
Grounding alignment — vibe-noting,0,0,1,,
Grounding — ADR-002,0,0,1,,
Grounding — AgeMem,0,0,1,,
Grounding — Agile Comparison,0,0,1,,
Grounding — Augment bidirectional spec reference,0,0,1,,
Grounding — Augmentation/automation boundary,0,0,1,,
Grounding — DeAngelis source,0,0,1,,
Grounding — Fintool,0,0,1,,
Grounding — Graphiti,0,0,1,,
Grounding — Harness Engineering core claims,0,0,1,,
Grounding — Karpathy Verifiability,0,0,1,,
Grounding — Kim source,0,0,1,,
Grounding — Kirsch attribution,0,0,1,,
Grounding — Koylanai factual accuracy,0,0,1,,
"Grounding — Rabanser et al., specific claim",0,0,1,,
Grounding — Rabanser four dimensions,0,0,1,,
Grounding — Simon,0,0,1,,
Grounding — Spec mining connection,0,0,1,,
Grounding — Toulmin warrant,0,0,1,,
Grounding — ablation section,0,0,1,,
Grounding — attribution accuracy,0,0,2,,
Grounding — automating-kb-learning-is-an-open-problem.md,0,0,1,,
Grounding — bitter-lesson-boundary,0,0,1,,
Grounding — bitter-lesson-boundary note,0,0,1,,
Grounding — boundary-of-automation attribution,0,0,1,,
Grounding — bounded-context orchestration model,0,0,1,,
Grounding — changing-requirements note,0,0,1,,
Grounding — chat-history note,0,0,1,,
Grounding — claim 10,0,0,1,,
Grounding — codification,0,0,1,,
Grounding — codification-and-relaxing,0,0,1,,
Grounding — constraining trade-off note,0,0,1,,
Grounding — constraining.md,0,0,1,,
Grounding — context-efficiency note,0,0,1,,
Grounding — control-plane model,0,0,1,,
Grounding — deploy-time-learning note,0,0,1,,
Grounding — diagnosis section,0,0,1,,
Grounding — discovery,0,0,1,,
Grounding — discovery note,0,0,2,,
Grounding — distillation note,0,0,2,,
Grounding — document-classification.md,0,0,1,,
Grounding — elicitation-requires-maintained-question-generation-systems,0,0,1,,
Grounding — error correction framework,0,0,1,,
Grounding — error-correction link,0,0,1,,
Grounding — evolving-understanding note,0,0,1,,
Grounding — experiment report,0,0,1,,
Grounding — information-value note,0,0,1,,
Grounding — installation architecture,0,0,1,,
Grounding — instruction-specificity-should-match-loading-frequency.md,0,0,1,,
Grounding — interpreter failure distinction,0,0,1,,
Grounding — learning-is-not-only-about-generality,0,0,1,,
Grounding — loading frequency,0,0,1,,
Grounding — oracle-strength-spectrum,0,0,3,,
Grounding — reach note,0,0,1,,
Grounding — reach section,0,0,1,,
Grounding — relationship semantics,0,0,1,,
Grounding — reverse-compression attribution,0,0,1,,
Grounding — scoping note sub-agents,0,0,1,,
Grounding — source ingest alignment,0,0,1,,
Grounding — spec-mining note,0,0,1,,
Grounding — specification-strategy link,0,0,1,,
Grounding — stagnation evidence,0,0,1,,
Grounding — staleness note cross-reference,0,0,1,,
Grounding — text testing framework,0,0,1,,
Grounding — tool-fallback analogy,0,0,1,,
Grounding — underspecification foundation,0,0,1,,
Grounding — underspecification note alignment,0,0,1,,
Grounding — unit testing link,0,0,1,,
Grounding — verification section,0,0,1,,
Grounding — workshop layer note,0,0,1,,
Grounding — workshop note,0,0,1,,
Grounding: Amodei source content,0,0,1,,
Grounding: context-engineering operations,0,0,1,,
Grounding: deploy-time learning framework,0,0,1,,
Grounding: three timescales,0,0,1,,
Internal Consistency — Body vs. Summary,0,0,1,,
Internal Consistency — Constraining/Distillation,0,0,1,,
Internal Consistency — Verifiability Table,0,0,1,,
Internal consistency -- Definition stability,0,0,1,,
Internal consistency -- Enables/Costs structure,0,0,1,,
Internal consistency / Methodological claim vs. body,0,0,1,,
Internal consistency / Naive anthropomorphism vs. naive mechanism-ism,0,0,1,,
Internal consistency — Evidence/Reasoning separation,0,0,1,,
Internal consistency — Graphiti section vs. main argument,0,0,1,,
Internal consistency — Predictability gap,0,0,1,,
Internal consistency — TPR/FPR framework,0,0,1,,
Internal consistency — Title claim and body,0,0,1,,
Internal consistency — causal chain,0,0,1,,
Internal consistency — caveats vs body,0,0,1,,
Internal consistency — claims 3 and 4,0,0,1,,
Internal consistency — claims 9 and 14,0,0,1,,
Internal consistency — codification distinction,0,0,1,,
Internal consistency — compressed summary,0,0,1,,
Internal consistency — compressed summary absent,0,0,1,,
Internal consistency — compressed summary alignment,0,0,1,,
Internal consistency — core argument,0,0,1,,
Internal consistency — cost claim,0,0,1,,
Internal consistency — definition of reach,0,0,1,,
Internal consistency — definition stability,0,0,6,,
Internal consistency — definition type proposal,0,0,1,,
Internal consistency — definitions,0,0,1,,
Internal consistency — enumeration structure,0,0,1,,
Internal consistency — link semantics,0,0,1,,
Internal consistency — motivating case to framework,0,0,1,,
Internal consistency — naming rationale,0,0,1,,
Internal consistency — negative compounding,0,0,1,,
Internal consistency — no pairwise contradictions,0,0,1,,
Internal consistency — open questions,0,0,3,,
Internal consistency — open questions vs body,0,0,1,,
Internal consistency — open questions vs claims,0,0,1,,
Internal consistency — overall,0,0,2,,
Internal consistency — pairwise consistency,0,0,1,,
Internal consistency — pairwise contradiction,0,0,2,,
Internal consistency — process section,0,0,1,,
Internal consistency — programming analogy,0,0,1,,
Internal consistency — relationship to scheduler note,0,0,1,,
Internal consistency — risks vs. pattern,0,0,1,,
Internal consistency — schema commitment argument,0,0,1,,
Internal consistency — section alignment,0,0,1,,
Internal consistency — section coherence,0,0,1,,
Internal consistency — store vs. load separation,0,0,1,,
Internal consistency — summary faithfulness,0,0,1,,
Internal consistency — summary vs body,0,0,1,,
Internal consistency — summary vs. body,0,0,1,,
Internal consistency — three-level taxonomy vs. body,0,0,1,,
Internal consistency — title and body,0,0,1,,
Internal consistency — title and body alignment,0,0,1,,
Internal consistency — title vs body,0,0,1,,
Internal consistency: no definition drift,0,0,1,,
Internal consistency: no pairwise contradictions,0,0,1,,
MAKER as motivating example,0,0,1,,
Scaling law derivation,0,0,1,,
Scope,0,0,1,,
