note,review_type,level,check,finding
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,WARN,Completeness / Failure modes,"The three failure modes (naive anthropomorphism, naive mechanism-ism, audience-blind documents) leave a gap for what might be called **naive universalism** — treating all human-LLM differences as equally important regardless of the specific task or document type. The note's own methodological claim (""evaluate each human convention individually"") implies that the relevance of differences is task-dependent, but none of the three failure modes captures the error of treating differences as uniformly load-bearing. A team could avoid all three named failures and still mis-prioritize by treating the Nuance difference as equally important for a routing table as for a methodology note. This case sits between the three enumerated items without mapping cleanly to any one."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,WARN,Grounding / Harness Engineering source,"The Relevant Notes section claims Harness Engineering ""extends: 'codebase optimized for Codex's legibility first' is the extreme endpoint of dual-audience design — human readability as secondary to agent readability."" However, reading the ingest, the Lopopolo report describes a codebase where *no human writes code* and agents are the sole producers and primary consumers. This is not a dual-audience case — it is a single-audience case where the audience question has been resolved by eliminating one audience from the production loop. Calling it ""the extreme endpoint of dual-audience design"" stretches the dual-audience framework: if one audience is removed, the tension the note describes (optimizing for both) does not arise. The source is better described as validating the note's claim that audience awareness matters (they made an explicit choice), but the relationship label ""extends"" overstates alignment with the dual-audience frame."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,INFO,Grounding / Context Engineering OSS source,"The note claims the OSS study ""validates: empirical study of 466 OSS projects finds developers explicitly distinguish 'README files for humans' from 'AI context files for AI agents' — the dual-audience split observed at scale with no established conventions for resolving it."" The source does say ""In addition to README files for humans, OSS projects increasingly include AI context files for AI coding agents"" (Section 5). However, the source frames this as two *separate* documents for two separate audiences, not as a single document serving dual audiences. The note's core tension is about a *single* document needing to serve both — the dual-audience problem within one artifact. The OSS study validates that developers recognize the audience distinction, but the solution it describes (separate files) actually dissolves the tension rather than exemplifying it. The ""validates"" relationship is defensible but somewhat loose: the source validates the premise (audiences differ) more than the problem (a single artifact must serve both)."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,INFO,Grounding / design-methodology note,"The note claims the design-methodology note ""addresses which sources to trust"" and that ""the point here is upstream: why the filter is necessary."" This framing is accurate — the design-methodology note does describe the adoption filter, and this note does supply an upstream reason. However, the design-methodology note already contains its own ""why"" reasoning: the asymmetry between programming and cognitive science is motivated by ""the nature of the target system"" and differences in mechanism. The relationship is less cleanly upstream/downstream than stated: both notes provide ""why"" arguments, with different emphases (this note: dual audience; that note: mechanism differences). The ""foundation"" link semantics are not wrong, but the note's claim to be purely upstream slightly oversimplifies the relationship."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,INFO,Internal consistency,"The note states ""The KB's primary response is tier separation — methodology notes for reasoning, skills for execution"" and later ""But neither eliminates the tension — they manage it."" The note then immediately provides an example: ""A methodology note might be loaded by an agent doing a design task."" This is internally consistent and the qualification is clear. However, the note's proposed resolution for the residual tension is only a question: ""Within each tier, the question remains: who is the primary reader?"" No heuristic is offered beyond the instruction-specificity principle (which the note says ""addresses loading, not writing""). The note identifies a gap (writing-side heuristic) but does not fill it, leaving the central practical question open. This is not a contradiction — the note's status is ""seedling"" — but readers looking for the writing-side answer will not find it here."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,CLEAN,Completeness / Two reasons structure,"The note claims human-LLM differences matter ""for two reasons: the system inherits materials designed for human consumption, and it produces documents that serve both human and LLM readers."" These two reasons are genuinely distinct (input vs. output) and together cover the lifecycle of knowledge in the system. Boundary case tested: what about documents the system *modifies* (editing existing notes)? This maps to Reason 1 (the existing note was written for humans) combined with Reason 2 (the edited version must serve both audiences). The two-reason structure holds."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,CLEAN,Grounding / failure-mode overlap note,"The note claims ""Toulmin structure works for LLMs not because of blind analogy but because LLMs exhibit the specific human-like failures that the structure prevents."" The linked failure-mode overlap note confirms this precisely, citing Lampinen et al. (2024) showing LLMs mirror human accuracy patterns on reasoning tasks. The attribution is accurate."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,CLEAN,Grounding / agent-statelessness note,"The note claims that ""agent statelessness makes skill layers architectural, not pedagogical"" and that ""these tiers serve genuinely different consumers, not different stages of the same learner."" The linked statelessness note confirms: ""The agent isn't a learner; it's a runtime. The KB isn't a curriculum; it's a deployment environment."" The attribution is faithful."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,CLEAN,Grounding / context-injection note,"The note claims context injection addresses the loading problem — ""automatically providing referenced context (definitions, ADRs) that a human reader would carry from prior sessions but an LLM agent cannot."" The linked note confirms this: ""Since agents are stateless, they can't carry definitions, decisions, or vocabulary between reads"" and proposes automatic injection as the remedy. Attribution is accurate."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,CLEAN,Internal consistency / Methodological claim vs. body,"The operational principle (""evaluate each human convention individually"") is consistent with all three body sections. Reason 1 motivates individual evaluation (inherited materials need per-convention checking). Reason 2 adds a new dimension (even conventions that transfer face a dual-audience tension). The failure modes section shows what happens without this approach (wholesale adopt or wholesale reject). The logical flow is coherent."
human-llm-differences-are-load-bearing-for-knowledge-system-design.md,semantic-review,CLEAN,Internal consistency / Naive anthropomorphism vs. naive mechanism-ism,"These two failure modes are presented as symmetric opposites, and they are: one over-attributes human properties, the other under-attributes them. The note explicitly positions its recommendation between these extremes. No definition drift or contradiction detected."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,WARN,Confidence miscalibration,"The note states ""they get distracted by irrelevant context, they conflate evidence with opinion, they skip qualifications when the argument feels strong"" as established fact, but these are informal characterizations rather than cited empirical findings. The Lampinen source establishes content effects on reasoning accuracy, not specifically ""getting distracted"" or ""skipping qualifications."" The note then uses these asserted failures as load-bearing premises for the transfer argument without grounding each one."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,WARN,Unbridged cross-domain evidence,"The sentence ""Chain-of-thought prompting reduces content bias by improving performance on abstract/unfamiliar conditions without degrading familiar ones"" is presented as established, and then the note bridges to ""the structured templates in this KB (Toulmin sections, Evidence/Reasoning/Caveats) may work by a similar mechanism."" The bridge assumes that structured templates in a knowledge base operate by the same mechanism as chain-of-thought prompting, but these are quite different interventions — CoT adds intermediate reasoning steps at inference time, while Toulmin templates constrain the shape of stored text. The ""similar mechanism"" claim needs a stronger bridge explaining why constraining written structure would produce the same content-debiasing effect as prompting for step-by-step reasoning."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,INFO,Proportion mismatch,"The note's title claim is about the transfer methodology — evaluate per-convention whether human failure modes apply to LLMs. The methodology itself gets roughly one paragraph of development (paragraph 3), while the Lampinen evidence gets two paragraphs (paragraphs 4-5). The methodology is the note's distinctive contribution; the empirical evidence is supporting material. The proportions are slightly inverted. This is mild because the evidence paragraphs do circle back to the methodology, but the methodology section could carry more weight — for example, walking through a second convention beyond Toulmin to show the per-convention evaluation in action."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,CLEAN,Source residue,"The note claims generality over ""human writing genres"" and uses Toulmin argumentation, scientific paper structure, and legal brief format as named examples. All three are framed explicitly as examples (""for instance,"" ""for Toulmin,"" ""for scientific paper structure""). No leaked domain-specific vocabulary from a narrower origin. The writing-convention domain is consistent throughout."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, equations, or symbolic decompositions present. The note argues entirely in prose. Clean."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,CLEAN,Orphan references,"The note cites one empirical source (Lampinen et al. 2024) with a link to the ingest, and references specific findings (syllogisms, Linda problem, Wason selection task, antecedent-false errors, CoT effects). All are traceable to the cited paper. No floating numbers or uncited claims."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,CLEAN,Redundant restatement,Each paragraph opens with new content. Paragraph 2 introduces the naive-vs-refined transfer argument; paragraph 3 states the methodology; paragraph 4 presents empirical evidence; paragraph 5 discusses CoT; paragraph 6 generalizes. No section re-explains what a prior section already established.
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,prose-review,CLEAN,Anthropomorphic framing,"The note says LLMs ""get distracted,"" ""conflate evidence with opinion,"" and ""skip qualifications when the argument feels strong."" These sound anthropomorphic, but the note explicitly frames them as ""surprisingly human-like failure modes"" and flags them as ""un-machine-like"" — the anthropomorphic quality is deliberate and acknowledged, not accidental. The note is making a specific claim that these behaviors resemble human failures, which is the entire point. This is intentional framing, not careless attribution."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,WARN,Completeness,"The note enumerates three LLM failure modes that overlap with human ones: ""they get distracted by irrelevant context, they conflate evidence with opinion, they skip qualifications when the argument feels strong."" The Lampinen source cited does not discuss any of these three specific failure modes. Lampinen demonstrates content effects (belief bias, familiarity facilitation) on syllogisms, NLI, and Wason tasks. ""Getting distracted by irrelevant context"" is not among them — the source tests content that supports or conflicts with correct inferences, not irrelevant distractors. ""Conflating evidence with opinion"" and ""skipping qualifications"" are also absent from Lampinen. The enumeration appears to draw on general LLM intuitions rather than the cited evidence, but the note presents it as grounded in observed overlap. The source grounds a different (and arguably stronger) claim: LLMs show belief-bias effects that parallel human belief-bias effects."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,WARN,Grounding — domain coverage,"The note's central claim is about human writing structures (genres, conventions, Toulmin scaffold) transferring to LLMs. The Lampinen source is about content effects on logical reasoning tasks — it says nothing about writing structures, genre conventions, or document scaffolds. The inferential bridge from ""LLMs show human-like content bias on reasoning tasks"" to ""human writing structures help LLMs for the same reasons they help humans"" is the note's own argumentative move, not something the source supports. The source covers reasoning failure patterns; the note extends this to writing convention transfer. This domain gap is not acknowledged."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,WARN,Completeness — boundary case,"The note proposes the methodology: ""evaluate the specific arguments for why a structure helps humans, and check whether each argument applies to LLMs."" The simplest boundary case is a structure that helps humans for reasons that have no LLM analog — e.g., methods sections in scientific papers enable reproducibility (the note mentions this). But a harder boundary case sits between the enumerated items: structures that help humans via social/institutional mechanisms (peer review conventions, legal brief format enforced by courts, academic citation norms). These exist because of institutional accountability, not cognitive failure prevention. The note frames all human writing structures as evolving to prevent reasoning failures, but many evolved to satisfy institutional requirements. This category is not covered, and the per-convention evaluation methodology would need to account for it."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,INFO,Grounding — vocabulary mismatch,"The note says ""structured prompting pushes toward content-independent reasoning"" and connects this to KB templates ""forcing the model past content-biased defaults."" Lampinen's actual finding is narrower: chain-of-thought prompting (with examples demonstrating the required reasoning type) can improve performance on abstract/unfamiliar conditions for strong models on the Wason task specifically. The note generalizes from CoT-on-Wason to ""structured prompting"" broadly and then to ""structured templates in this KB."" The inference chain (CoT helps on Wason -> structured prompting generally helps -> Toulmin sections help) involves two inferential leaps. Each is plausible but neither is grounded in the source."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,INFO,Completeness — boundary case,"The note's claim that failures like getting distracted are ""un-machine-like — you wouldn't expect a computational system to get distracted"" deserves scrutiny. A system trained on human-generated text to predict the next token is arguably exactly the kind of computational system you would expect to reproduce human-like content sensitivity. Lampinen makes this point explicitly: content effects may emerge from training on human-generated text. The note frames the overlap as surprising; the source frames it as a natural consequence of the training paradigm. This affects the rhetorical force of the argument but not its logical structure."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,INFO,Internal consistency,"The note says ""The naive transfer argument ('it helps humans, so it helps LLMs') is weak"" and then proposes per-convention evaluation as the methodology. But the concluding sentence — ""syllogisms and NLI show shared failure modes (convention transfers)"" — applies the methodology to reasoning tasks, not to writing conventions. No writing convention is actually evaluated using the proposed per-convention method within the note itself. The Toulmin example in paragraph 3 (""separating evidence from warrant prevents conflation — and LLMs do conflate evidence with warrant"") asserts the evaluation result without performing it. The conflation claim is not grounded in any cited source."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,INFO,Grounding — scope mismatch,"The note says ""LLM confidence even correlates with human response times on the same problems."" Lampinen reports this correlation is statistically significant for NLI and syllogisms specifically (not all three tasks), and it is a correlation between model confidence and human RT after controlling for task variables and accuracy. The note's unqualified statement slightly overstates the scope of the finding."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,CLEAN,Grounding,"The note's claim that ""LLMs mirror human accuracy patterns — both perform better on familiar/believable content and worse on abstract or belief-violating content"" accurately reflects Lampinen et al.'s core finding across NLI and syllogisms tasks."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,CLEAN,Grounding,"The Wason divergence claim — ""LLMs show qualitatively different error patterns (antecedent-false errors rather than matching bias)"" — is accurately attributed. Lampinen reports exactly this: LMs show fewer matching errors but more antecedent-false errors compared to humans."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,CLEAN,Grounding,"The note's characterization of CoT effects — ""improving performance on abstract/unfamiliar conditions without degrading familiar ones"" — matches Lampinen's finding that CoT pushes strong models toward content-independent reasoning primarily by lifting performance on difficult conditions."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,CLEAN,Internal consistency,"The note's logical structure is internally coherent: it moves from the weak naive argument, to the empirical overlap that strengthens it, to the per-convention methodology, to a concrete example of divergence (Wason). No section contradicts another."
human-writing-structures-transfer-to-llms-because-failure-modes-overlap.md,semantic-review,CLEAN,Grounding,"The Purdue OWL source accurately supports the note's characterization of Toulmin as separating evidence from reasoning and surfacing assumptions — the source defines grounds (evidence), warrant (connecting assumption), and backing (support for the warrant) as distinct components."
in-context-learning-presupposes-context-engineering.md,prose-review,WARN,Confidence miscalibration,"""Context engineering is not static infrastructure. It improves over deployment time. Teams learn which knowledge to route into context, how to structure it for the model, when to prune accumulated debris, and how to scope what each agent sees."" The claim that context engineering improves over deployment time is presented as established fact, but this is the note's own theoretical position (grounded in the deploy-time learning framework, which is itself a proposed framework from this KB). The same pattern appears in the final paragraph: ""Deploy-time learning builds the machinery that makes in-context learning effective"" asserts a necessary dependency as established rather than proposed."
in-context-learning-presupposes-context-engineering.md,prose-review,WARN,Anthropomorphic framing,"""The learning moved from the model's weights to the system layer that feeds the model's context. That system layer is continuously learning in Herbert Simon's sense: it undergoes permanent changes that improve its capacity for adaptation."" Attributing ""learning"" to the system layer is the note's deliberate theoretical move (invoking Simon's definition), but the phrase ""the learning moved"" personifies learning as something with agency that relocates itself. The subject performing the relocation is Amodei's analytical move (eliminating weight updates), not the learning itself."
in-context-learning-presupposes-context-engineering.md,prose-review,INFO,Proportion mismatch,"The core claim is the title: in-context learning presupposes context engineering. The paragraph that most directly argues for this presupposition relationship is the second paragraph (""But in-context learning doesn't happen by itself...""), which receives roughly equal space (~70 words) as the paragraph on deploy-time learning artifacts (paragraph 3, ~80 words) and the paragraph on learning relocation (paragraph 4, ~60 words). The note is short enough that the proportions are not severely off, but the central presupposition argument — why context engineering is a prerequisite, not just a complement — could bear more development than it currently gets. The ""right knowledge"" claim is stated but not unpacked: what goes wrong when the wrong knowledge is in the window?"
in-context-learning-presupposes-context-engineering.md,prose-review,INFO,Redundant restatement,"The final paragraph (""The three timescales remain necessary"") partially restates the note's argument: pre-training builds capability (already implied), in-context learning applies it (already stated), deploy-time learning builds the machinery (already argued in paragraphs 2-4). It functions as a summary rather than introducing new claims. In a note this short (four substantive paragraphs), a summary paragraph may be redundant."
in-context-learning-presupposes-context-engineering.md,prose-review,CLEAN,Source residue,"The note's claimed generality is about the relationship between in-context learning and context engineering as system-level concerns. The vocabulary stays within this domain throughout: ""routing,"" ""loading,"" ""scoping,"" ""context window,"" ""deployment."" The Amodei source is engaged at its own level of abstraction (capability architecture), and no leaked domain-specific framing from the source (e.g., specific product details, safety-specific vocabulary) appears in the note's argument."
in-context-learning-presupposes-context-engineering.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, variables, equations, or symbolic decompositions appear in the note. The argument is conducted entirely in prose."
in-context-learning-presupposes-context-engineering.md,prose-review,CLEAN,Orphan references,"The note cites Amodei (linked to the ingest file) and Herbert Simon (attributed by name with a link to the constraining-during-deployment note that develops the Simon connection). No unsupported specific numbers, percentages, or named studies appear without context."
in-context-learning-presupposes-context-engineering.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The Herbert Simon reference is a definitional borrowing (""learning in Herbert Simon's sense""), not an empirical finding being transferred across domains. The note explicitly states the sense in which it uses Simon's definition (""permanent changes that improve capacity for adaptation"") and applies it to the system layer rather than to a different domain. No unbridged transfer."
in-context-learning-presupposes-context-engineering.md,semantic-review,WARN,Grounding: Amodei attribution,"The note says Amodei ""treats in-context learning as a given capability"" and that his argument presupposes context engineering without acknowledging it. But the ingest source (Limitations section, point 3) explicitly notes that Amodei is talking about *model-level* capability while the KB is about *system-level* adaptation, and that ""Amodei doesn't address this layer, so his dismissal doesn't apply to it."" The note's central rhetorical move -- that Amodei's position implicitly requires context engineering -- treats Amodei's silence on the system layer as an oversight in his argument, when a fairer reading is that he simply wasn't making a claim about the system layer at all. The note frames this as ""he relocated learning"" (claim 9), which imputes an unintended consequence to Amodei's position. This is a valid analytical move but should be flagged: the note is constructing a dependency that Amodei's argument neither asserts nor denies, then presenting it as if Amodei's own logic entails it."
in-context-learning-presupposes-context-engineering.md,semantic-review,WARN,Completeness: boundary case -- trivial in-context learning,"The note claims ""in-context learning only works when the right knowledge is already in the window"" (claim 3) and that context engineering is the machinery that ensures this. Boundary case: a user directly pasting their own data into a chat prompt (e.g., ""here is my CSV, analyze it""). In this case, in-context learning works and the ""routing, loading, scoping, maintenance"" machinery played no role -- the human performed a trivial selection without any engineered system. The note's claim holds for *agentic systems* but the note doesn't scope itself to agentic systems. The title claim -- ""in-context learning presupposes context engineering"" -- is too broad if it includes cases where humans manually supply all relevant context."
in-context-learning-presupposes-context-engineering.md,semantic-review,WARN,Completeness: boundary case -- pre-loaded context without iteration,"The note claims context engineering ""improves over deployment time"" (claim 5) and that this improvement is what makes it learning. Boundary case: a team writes a system prompt once at launch and never changes it. The system prompt provides context engineering (routing, loading) but exhibits no learning -- no iteration, no artifact evolution. The note conflates two claims: (a) in-context learning requires context selection machinery, and (b) that machinery improves over time. Claim (a) is strong; claim (b) is an empirical regularity that needn't always hold. A static but well-designed context engineering setup would satisfy (a) without (b), which undermines the ""relocated learning"" argument for that case."
in-context-learning-presupposes-context-engineering.md,semantic-review,INFO,Grounding: Simon attribution,"The note says the system layer ""is continuously learning in Herbert Simon's sense: it undergoes permanent changes that improve its capacity for adaptation"" (claim 11). The constraining-during-deployment note (the linked source) provides the full Simon definition and argues constraining meets it. However, this note applies Simon's definition not to constraining specifically but to the broader ""system layer that feeds the model's context."" The broader application is plausible but is the note's own inference -- the constraining note scopes the Simon claim to constraining artifacts specifically, while this note extends it to context engineering generally. Worth checking that the extension is intentional."
in-context-learning-presupposes-context-engineering.md,semantic-review,INFO,Completeness: four-operation enumeration,"The note lists context engineering as ""routing, loading, scoping, and maintenance"" (claim 4), matching the context-engineering note's decomposition. Boundary case: *evaluation* of context quality -- determining whether the loaded context actually helped. The context-engineering note doesn't enumerate evaluation as a separate operation either, so the note is consistent with its source. But if context engineering is supposed to be learning machinery that improves over time, a feedback/evaluation step is implied but not named. This is a gap in the parent concept, not this note specifically."
in-context-learning-presupposes-context-engineering.md,semantic-review,INFO,"Internal consistency: ""everything that in-context learning alone is not""","Claim 8 says deploy-time artifacts are ""durable, inspectable, diffable, and testable -- everything that in-context learning alone is not."" Strictly, in-context content *is* inspectable (you can read the context window). The note likely means ""inspectable across sessions"" or ""inspectable as a versioned artifact,"" but the phrasing overstates the contrast."
in-context-learning-presupposes-context-engineering.md,semantic-review,CLEAN,Grounding: Amodei source content,"The note accurately represents Amodei's position as described in the ingest. The ingest confirms Amodei argues ""continual learning may be unnecessary given pre-training generalization, RL generalization, and million-token in-context learning."" The note's summary of this position (claim 1) is faithful."
in-context-learning-presupposes-context-engineering.md,semantic-review,CLEAN,Grounding: deploy-time learning framework,"The note claims the improvement of context engineering ""produces exactly the artifacts the deploy-time learning framework describes: versioned prompts, routing rules, retrieval strategies, schemas, evals"" (claim 7). The deploy-time learning note confirms these artifact types across its verifiability gradient table (restructured prompts, schemas, evals, deterministic modules). The attribution is accurate."
in-context-learning-presupposes-context-engineering.md,semantic-review,CLEAN,Grounding: three timescales,"The note references ""three timescales"" (claim 12) and the linked learning-phases note confirms the three-timescale framework (training, in-context, deploy-time). The note's characterization of each timescale's role is consistent with the source."
in-context-learning-presupposes-context-engineering.md,semantic-review,CLEAN,Grounding: context-engineering operations,"The four operations (routing, loading, scoping, maintenance) match the context-engineering note's decomposition exactly. No scope mismatch."
in-context-learning-presupposes-context-engineering.md,semantic-review,CLEAN,Internal consistency: no pairwise contradictions,"The note's claims are internally consistent. The progression from ""in-context learning needs the right knowledge"" to ""context engineering provides it"" to ""context engineering improves, therefore it is learning"" to ""three timescales remain necessary"" follows without contradiction."
in-context-learning-presupposes-context-engineering.md,semantic-review,CLEAN,Internal consistency: no definition drift,"""Context engineering"" is used consistently throughout (routing, loading, scoping, maintenance for getting the right knowledge into context). ""Learning"" shifts from Amodei's sense (model capability improvement) to Simon's sense (system capacity change), but this shift is the note's explicit argumentative move, not unintentional drift."
indirection-is-costly-in-llm-instructions.md,prose-review,WARN,Confidence miscalibration,"The note states ""the LLM occasionally gets it wrong: forgetting to substitute, mangling a path, or applying the wrong value"" as established fact, but no source or evidence is cited for the frequency or nature of these failures. The opening also asserts the cost model as ""fundamentally different"" without hedging — this is plausible but is the note's own framework, not a cited finding. Similarly, ""Every token competes for context"" and the claim that variable substitution requires the LLM to ""maintain the mapping in working memory, recognise substitution sites, perform the replacement mentally"" presents a specific cognitive model of LLM processing as given, when it is the note's own proposed decomposition."
indirection-is-costly-in-llm-instructions.md,prose-review,INFO,Source residue,"The note's claimed scope is LLM instructions generally, but the example section (""KB skill portability"") and several body references are specific to this project's KB extraction work. Terms like ""`kb/instructions/`"", ""`$CLAW_ROOT/notes/`"", and ""KB extraction planning"" are domain-specific. However, these appear in a clearly labeled ""Example"" section and the body uses them illustratively, so the framing is adequate. The one borderline case is the opening paragraph's ""`kb/notes/`"" and ""`CONFIG[""root""] + ""/notes/""`"" — these use this project's own paths as the illustrative contrast rather than generic examples, which slightly narrows the feel of a general-principle note."
indirection-is-costly-in-llm-instructions.md,prose-review,INFO,Proportion mismatch,"The core claim — that indirection costs interpretation overhead in LLM instructions — is established in the first three paragraphs (~170 words for the mechanism, ~80 words for the bullet list, ~50 words for the fix). The ""Where the boundary is"" section (~120 words) and ""Example"" section (~80 words) are appropriately sized relative to the core. No significant mismatch, but the mechanism section could benefit from slightly more development given that it is the load-bearing argument — the decomposition into ""maintain mapping, recognise substitution sites, perform replacement, act on result"" is asserted in a single sentence and could carry more weight."
indirection-is-costly-in-llm-instructions.md,prose-review,CLEAN,Pseudo-formalism,"No formal notation, variables, or mathematical apparatus present. The note uses prose throughout. Clean."
indirection-is-costly-in-llm-instructions.md,prose-review,CLEAN,Orphan references,"No specific figures, percentages, named studies, or empirical claims appear without context. The note stays at the level of reasoning rather than citing data. Clean."
indirection-is-costly-in-llm-instructions.md,prose-review,CLEAN,Unbridged cross-domain evidence,"The note draws an explicit analogy between programming (CPU indirection cost) and LLM instructions, and the contrast is the point of the note — it explains *why* the cost model differs rather than assuming transfer. The compiled-languages analogy (""resolve at build time"") is framed as a parallel strategy, not as evidence. Clean."
indirection-is-costly-in-llm-instructions.md,prose-review,CLEAN,Redundant restatement,"Each section opens with new material. The ""Where the boundary is"" section does not re-explain the cost model; it immediately addresses scope limits. The ""Example"" section introduces a concrete case without restating the principle. Clean."
indirection-is-costly-in-llm-instructions.md,prose-review,CLEAN,Anthropomorphic framing,"The note uses ""the LLM"" with verbs like ""reads,"" ""maintain... in working memory,"" ""recognise,"" ""perform the replacement mentally,"" and ""forgetting."" These carry anthropomorphic connotations (""working memory,"" ""mentally,"" ""forgetting""), but in this note they are doing deliberate explanatory work — the note is arguing that these operations are analogous to cognitive tasks and therefore costly. The framing is intentional rather than careless. Clean, though borderline — a reader could reasonably flag ""mentally"" and ""forgetting"" as implying human-like processing."
indirection-is-costly-in-llm-instructions.md,semantic-review,WARN,Completeness,"The note lists three costly indirection patterns (config variables, abstraction layers, conditional paths) as ""indirection patterns that are free in code become expensive in prompts."" This is presented with a colon and bullet list that implies coverage of the space, yet several common indirection patterns in instructions are missing: **reference indirection** (e.g., ""follow the procedure in WRITING.md"" rather than inlining the procedure) and **naming indirection** (defining a term in one place and using it elsewhere, requiring the LLM to maintain the definition). Reference indirection is arguably the most prevalent form in this KB's own CLAUDE.md, which routes rather than inlines. It is not clearly a subcase of ""config variables"" or ""abstraction layers."" The note's framing implies a catalog but delivers an incomplete one."
indirection-is-costly-in-llm-instructions.md,semantic-review,WARN,Completeness,"The ""Where the boundary is"" section gives three conditions for when indirection should be eliminated: (1) value known at setup time, (2) instruction read frequently, (3) LLM must act on the value. These are presented conjunctively (""The principle applies when:"") but the note does not clarify whether all three must hold or any subset suffices. The third condition -- ""The LLM must act on the value in commands or paths, not just understand it conceptually"" -- introduces a distinction between acting and understanding that the rest of the note does not develop. Is an abstraction layer like ""use the appropriate search command"" (from the bullet list) something the LLM ""acts on"" or ""understands conceptually""? The abstraction-layer example from the bullet list seems to violate condition 3 (it is not a path or command value) yet the note clearly marks it as costly. This creates a tension between the bullet list and the boundary conditions."
indirection-is-costly-in-llm-instructions.md,semantic-review,INFO,Completeness,"The note's central analogy -- ""In traditional programming, a variable lookup or config reference costs essentially nothing at runtime"" -- is true for the single-lookup case but elides the well-known costs of indirection in traditional programming: cache misses, pointer chasing, virtual dispatch overhead, and the architectural complexity the note itself acknowledges in the same sentence. The note does note ""architectural complexity"" as a cost, but presenting runtime cost as ""essentially nothing"" is a simplification. This is a minor point since the note is making a relative comparison, not an absolute claim, and the simplification serves the argument. Still, a reader familiar with systems programming might find the claim too strong."
indirection-is-costly-in-llm-instructions.md,semantic-review,INFO,Grounding,"The link to frontloading-spares-execution-context claims ""indirection elimination is a specific case of frontloading."" The frontloading note does list ""Variable resolution -- paths, project names, configuration values known at setup time (the indirection elimination case)"" as one of its frontloadable items, and explicitly links back to this note. The attribution is accurate. However, the relationship claim is slightly asymmetric: this note says frontloading ""generalises"" indirection elimination, implying indirection elimination is strictly a subset. The frontloading note frames it more carefully as one of several cases. The relationship holds but the ""generalises"" framing could overstate the subsumption -- indirection cost includes the interpretation-overhead argument (LLM must ""maintain the mapping in working memory"") which is not purely about context saving (frontloading's focus) but also about reliability. The frontloading note focuses on context saving; this note also emphasizes error rates (""occasionally gets it wrong""), which is a distinct concern."
indirection-is-costly-in-llm-instructions.md,semantic-review,INFO,Grounding,"The link to programming-practices-apply-to-prompting claims that ""indirection cost is another case where a programming practice (abstraction via variables) transfers to prompting but with a different cost model."" The programming-practices note does not specifically discuss indirection or variable costs. It discusses typing, progressive compilation, testing, version control, and design for testability. The claim is a reasonable inference -- indirection as a programming practice that transfers with a changed cost model fits the note's thesis -- but the specific case is not attributed in the source. This is the note's own inference labeled as a link relationship rather than a citation, which is fine, but worth noting."
