id	batch	pass	choice	confidence	reader_need	revision_consequence	boundary_test	auth_status	justification
F113	2	B	other:reframed-in	medium	Follow the target to see the source's naming-amortizes-recognition insight recast as an observer-relative optimization over vocabulary size and extraction cost.	If the target stopped using named concepts as the unit that reduces extraction cost, recheck or remove the downstream-reframing edge; the source's conjecture claim itself would remain independent.	other:reframed-in over see-also or extends: the target explicitly recasts a named source subclaim into a new analytic formulation, while extends would reverse the direction and see-also would lose the transformation.	unknown	reframed-in means that the target recasts a source subclaim in a new analytic frame without making the source depend on the target; here the source argues that naming a discovered structure amortizes later recognition, and the target uses that mechanism to formulate minimum vocabulary as maximal extraction-cost reduction for a bounded observer.
F113	2	C	other:developed-by	medium	Follow the source's naming-amortizes-discovery subclaim into the target's observer-bounded vocabulary optimization.	If the target ceased deriving minimum viable vocabulary from pre-named discoveries, recheck or remove the downstream-development edge; the source's conjecture account could otherwise remain unchanged.	Developed-by means the target carries a source argument further; it is the inverse direction of extends, because the source does not develop the target and is not an instance of the target's general claim.	unknown	The source argues that naming a newly conjectured structure amortizes recognition cost for later instances; the target explicitly takes that result as one of two mechanisms and develops it into a smallest-name-set objective for reducing a bounded observer's extraction cost.
F115	3	A	rests-on	high	Inspect the theoretical regularity-extraction claim on which the ADR bases its script-promotion signal.	If repeated stable behavior were not a sound trigger for extracting deterministic artifacts, recheck the ADR's multiple-unmodified-use promotion rule.	Rests-on beats operates-through because the ADR is a descriptive system decision depending on a theoretical claim; spec mining is not a runtime component of scripts/.	authorized	The ADR adopts repeated unmodified use with a stable interface as the signal for promoting a reusable script into a package command; the target theorizes the same watch-for-recurrence then extract-to-deterministic-artifact sequence as spec mining.
F115	3	B	rests-on	high	Inspect the theoretical basis for using recurrence with a stable pattern as the signal to promote reusable scripts into package commands.	If spec mining no longer treats repeated stable behavior as the trigger for extracting a deterministic artifact, reconsider the ADR's promotion signal.	This is descriptive-reference dependence on a theoretical notes claim: the adopted rule applies spec mining rather than merely presenting an adjacent example.	authorized	The ADR adopts repeated unmodified core logic across unrelated uses as the promotion signal for scripts; the target defines spec mining as observing recurring behavior and extracting stable regularities into deterministic, testable artifacts while warning against premature codification.
F115	3	C	rests-on	high	See the theoretical basis for the ADR's adopted stable repeated-use promotion signal from a reusable script to an installed command.	If spec mining no longer treated repeated stable behavior as the trigger for deterministic extraction, recheck the ADR's promotion signal and its rationale.	Rests-on, not operates-through: the ADR is a descriptive system-decision artifact depending on a theoretical claim, while the spec-mining note is not a runtime component of script promotion.	authorized	The ADR adopts repeated unmodified use with a stable interface as its promotion criterion; the target theorizes spec mining as observing repeated stochastic regularities and extracting them into deterministic, testable artifacts.
F116	4	A	extends	high	Read the single-call frontloading principle that the source generalizes into an iterative scheduler over explicit state and bounded calls.	If precomputing known inputs no longer spared realized execution context, recheck the source's single-step base case and part of its efficiency rationale for select-call separation.	extends rather than operates-through because frontloading is an optional single-step case that the source develops into a general iterative loop, not a process every conforming loop must literally use.	authorized	The source formalizes repeated selection from symbolic state into bounded prompts and explicitly treats frontloading as its single-step case; the target explains how precompute-and-insert moves known derivation and discovery work outside the consuming call.
F116	4	B	extends	high	Recover the single-call precompute-and-insert mechanism that the source generalizes into an iterative symbolic select and bounded-call loop.	If the target's claim that precomputing known inputs spares realized execution context were rejected, recheck the source's single-step foundation and scheduler-separation rationale.	The source turns the target's special-case transformation into a repeated architecture over explicit state; it develops the target rather than requiring frontloading as a component of every loop iteration.	authorized	The target explains how computing known inputs outside a consuming call saves volume, complexity, discovery, and tool-output load; the source generalizes that separation into a scheduler that selects prompts from explicit state and absorbs each bounded call's result.
F116	4	C	extends	high	Read the one-call frontloading mechanism that the source generalizes into an iterative select-call scheduler over explicit symbolic state.	If the target retracted the context saving from precomputing known inputs, recheck the source's claim that symbolic scheduling should do known work outside calls; the loop abstraction could remain.	This is extends rather than operates-through because the source explicitly generalizes the target's single-step mechanism into a repeated scheduling model.	authorized	The target explains precompute-and-insert as sparing one consuming call; the source makes external prompt assembly and state updates recurrent in its select-call loop and names frontloading as the single-step case it extends.
F119	1	A	exemplifies	high	Connect build-time and session-start configuration injection to the general rule of precomputing inputs known before a consuming call.	If the target's frontloading criterion changed, recheck the source's classification of template expansion, settings merge, and environment injection and their claimed context saving; the survey facts would remain.	The source catalogs concrete harness mechanisms and the target states their general precompute-and-insert pattern, so instance-to-general is more exact than target-to-source explanation.	authorized	The source describes resolving paths and settings before the first agent message, while the target defines frontloading as computing already-known instruction inputs before the consuming call to spare execution context.
F119	1	B	operates-through	high	Understand the precompute-and-insert process actually used to resolve installation or session configuration before the agent call.	If values were resolved inside the consuming call rather than beforehand and injected, the source mechanism would stop being frontloading even though conserving context could remain desirable.	Configuration injection literally performs the target's operation; the relation is stronger than an explanatory analogy because template expansion, settings merge, and environment resolution produce the ambient values.	candidate-new	The source's configuration surface resolves paths, settings, and environment-specific values before first use, while the target specifies frontloading as computing known instruction inputs before the consuming call and inserting the result to spare runtime context.
F119	1	C	explained-by	high	The partial-evaluation account of why resolving installation-specific values before a session avoids runtime discovery and context cost.	If the target changed the known-before-call or insertion conditions, recheck the source's explanation of configuration injection and its claimed context saving; the surveyed injection mechanisms could remain.	Actual injection uses templates, settings merges, or environment values; the target explains their shared context-saving effect rather than serving as one injected component.	candidate-new	The source describes build-time or session-start resolution of paths, settings, and environment-specific values before the agent sees them; the target explains how precomputing known inputs and inserting their results spares the later call's discovery, indirection, and reasoning context.
F122	2	A	contrasts	high	Compare reactive traversal-time noticing and deferred logging with a proactive dependency-and-timestamp scan that can prompt review before traversal.	If the target no longer relied on traversal noticing or no longer deferred fixes through a log, recheck the source's current-baseline and before-traversal distinction; its detector would otherwise remain.	Both notes address stale graph maintenance but place detection at different times and control paths; the target neither produces nor explains the timestamp mechanism, so contrasts fits better than operates-through.	authorized	The source walks outbound links and compares git modification times to flag possible staleness before a reader encounters it; the target captures staleness noticed during traversal and defers repair through a log.
F122	2	B	extends	high	Follow the target for the reactive traversal-and-log baseline that the source develops into proactive dependency-aware staleness detection.	If the target no longer claimed that traversal is where stale references are noticed and deferred for later repair, recheck the source's current-state premise and its claimed before-traversal improvement.	extends over contrasts: timestamp scanning adds a compatible earlier detection stage to the target's reactive logging workflow instead of presenting an incompatible neighboring design.	authorized	The target describes stale references as one class of defect noticed during ordinary traversal and captured for a later pass; the source starts from that happenstance detection path and adds link-graph plus git-time scanning so review can be prompted before traversal encounters the stale note.
F122	2	C	contrasts	high	Compare incidental traversal-time noticing and deferred logging with proactive link-and-timestamp detection before traversal.	If the target no longer treated traversal as the current noticing channel or no longer deferred stale-reference repair through logging, recheck the source's baseline and its claimed before-traversal distinction.	Contrast rather than operation: the target describes the reactive workflow the source proposes to precede, not a process used to produce the timestamp detector.	authorized	The source proposes dependency-aware timestamp review because staleness is currently found only when a note is reread; the target describes that neighboring traversal-time path, where an agent notices stale references during another task and logs them for a later pass.
