id	tuple_digest	line_digest	current_label	source_collection	destination_collection	source	current_line	target	bucket	disposition	action	decision_basis	authorization_status
L149	b91de18fd8a6d50f20eab3e682ba1221f724455bee55548333d8f63a378ccf46	54054ffc4abd023bd2a0f126e7af18cbb1a737a56216f297ec7f1b436c0e87e2	mechanism	notes	notes	notes/generality-bought-to-avoid-counterexamples-is-paid-for-in.md	59	notes/llm-generation-confidence-tracks-typicality-not-soundness.md	active-mutable	explained-by	relabel	mechanism-core:F082	candidate-new
L150	15223d01415ada2ff1d547b9918350cf5e0a61111ca35cbe0baeac13f612e0ac	644e72c25ea3e299acba463e5d5d4c2ff8bf624cdb71c1d62fd0661b063d2e0a	grounds	notes	notes	notes/goedel-machines-are-a-proof-governed-case-of-self-modification.md	61	notes/a-proposal-selection-loop-requires-search-evaluation-and-retention.md	active-mutable	exemplifies	relabel	grounds-boundary	authorized
L151	53ddae210a497dbf6d27c7081338a730bc737d59befbebb063d5c2a1c368d86c	2531b80b04d74bc726651be706e9c64ad9cd1ca3d705d271e01496de04447558	grounds	notes	notes	notes/goedel-machines-are-a-proof-governed-case-of-self-modification.md	67	notes/false-positive-generation-is-filtered-before-retention.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L152	e65f123a10fb358e69a16da88f686bd7d5cc7900c28b35e366544147250ee5f8	62eb076f46c85debcd1499336a7e8f9a37034869fe8da206ddeef23924127017	grounds	notes	notes	notes/improving-an-agentic-system-crosses-the-prose-symbolic-boundary.md	44	notes/reflective-coverage-is-graded-across-representational-forms.md	active-mutable	extends	relabel	grounds-boundary	authorized
L153	ebb3b4db27c5e5aeff04de82a5fc9c28e3a97b33d77052d6764e1fab3cc0e6a3	a458f127358149c55b19a49214a8f927bfad46a9257ac74a6ea4abdfab146825	mechanism	notes	notes	notes/improving-an-agentic-system-crosses-the-prose-symbolic-boundary.md	45	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	active-mutable	explained-by	relabel	mechanism-core:F074	candidate-new
L154	e27776745a7d6a398c460423b132470a01b5be18f44c1887b13288f9191dd5af	a636df4c640b61cb85a019e35fe79f156b0d2483345c9edcee4ac46737a0cd10	grounds	notes	notes	notes/increasing-computational-autonomy-relocates-human-effort.md	54	notes/methodological-and-computational-closure-track-different-changes.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L155	69fb4a15f38b2ab15ac88b11a3b68d6d049130eb625a741724fb746dc748637f	d3b9a48e1edb57160c2c88702deb880cbd728ae97e5914d0e47141c12707f6f6	grounds	notes	notes	notes/increasing-computational-autonomy-relocates-human-effort.md	55	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L156	3cb8c671f2d0f8e423fbbc3a4d513b8c5402bd78cb25319600eedf64809cbe29	0b0805c36bf6ba6cfd9ca6d7b5fa8f5e40046c10439183a65bee5bc995b31618	grounds	notes	notes	notes/increasing-computational-autonomy-relocates-human-effort.md	59	notes/the-boundary-of-automation-is-the-boundary-of-verification.md	active-mutable	explained-by	relabel	mechanism-core:F023	candidate-new
L157	d5dd0761a5c277a3a65172f6b39b12f4aad5ba987bd73c8a376beecaeef45d14	7404cabd15df753c1a684051424a49e8835fd6ca2839eded79d6ae6f796ed79c	grounds	notes	notes	notes/kb-goals-in-always-loaded-context-guide-inclusion-decisions.md	61	notes/instruction-specificity-should-match-loading-frequency.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L158	e64057b393381036d90a9d1a6208a54eefb5aeba21eb66b02e9b1570e011fbad	15c060758b38db2d8ca011f8361ad8ea7138e65690e3c3008024f0bf7e8e5b84	grounds	notes	notes	notes/kb-goals-in-always-loaded-context-guide-inclusion-decisions.md	63	notes/raw-accumulation-does-not-create-usable-memory.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L159	5cc05710951049f926cd797889699826192151d718ae3cabc6acabfbd57bf86b	27a0e60b5f821c2ac72d2443c4384206316dd600368c09517c473a7feded5a47	grounds	notes	notes	notes/known-target-discovery-benchmarks-show-reachability-not-discovery.md	50	notes/automated-synthesis-is-missing-good-oracles.md	active-mutable	exemplifies	relabel	grounds-boundary	authorized
L160	26cad05e7a1c0cbcc63ff7418ad18d1e5e8b49ecc2c8a4d30c1daf676daea421	bbcb11d68e94ed240e8c8d7378c584bc8413620117be2555e3fb0bd4ce5bab1c	grounds	notes	notes	notes/known-target-discovery-benchmarks-show-reachability-not-discovery.md	51	notes/oracle-strength-spectrum.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L161	15616b2df0f333f04d908912b204c7003faa209fe44787525abb0e8844e0f464	c46d21c870b74774fd9fff6687827e5499a026054c3b2819fb31297dd87ce991	grounds	notes	notes	notes/learning-is-not-only-about-generality.md	57	notes/first-principles-reasoning-selects-for-explanatory-reach-over.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L162	bb7f5f40996935696e2684197aef1b89332cad856d21e850224332193713ec95	b2ea06c3b08fd7e39c85231da055054e8e682ab75ab0c499e3bcbf5098dafcb4	mechanism	notes	notes	notes/link-graph-plus-timestamps-enables-make-like-staleness-detection.md	61	notes/traversal-improvements-should-be-deferred-via-logging-to-avoid-mid.md	active-mutable	contrasts	relabel	mechanism-boundary:F122	authorized
L163	dbc7b352b95fa48e56ee229544bcc578825526add94b052e2e48f15bcb8890c7	551caec2cad8a3f1996320c9654bcb94f97718802438935f139a1c33ea7f1ac1	grounds	notes	notes	notes/linking-theory.md	88	notes/agents-navigate-by-deciding-what-to-read-next.md	active-mutable	premised-on	relabel	grounds-boundary	candidate-new
L164	23cbd8f9c6bcaa282fc385926903c5777f92d503c95bbe83d3021e55d21ca7bd	f4c3dc2ef940711c86a77955adcde0ee2587c5b7648d95aca31149f89c00c309	grounds	notes	notes	notes/linking-theory.md	89	notes/title-as-claim-enables-traversal-as-reasoning.md	active-mutable	premised-on	relabel	grounds-boundary	candidate-new
L165	11e37edcf5f7394b086fd11b5a3690808fefe2831b59fc3dd573efecf35b3f36	d4e3f722f272f934edf4613388f9c4f19b059bb92f771364ec36312a7cc73fa0	grounds	notes	notes	notes/linking-theory.md	90	notes/title-as-claim-exposes-commitments-enabling-popperian-maintenance.md	active-mutable	premised-on	relabel	grounds-boundary	candidate-new
L166	f4d0c6da58e1eab64a19b021dca3700d781d16eb7bbf1a8b9122deb70a6fdbf8	615319f901298007cb645bdcd681200249ac2ed5790e1ec02962834c1bcffa46	grounds	notes	notes	notes/linking-theory.md	91	notes/title-as-claim-makes-overlap-between-notes-visible.md	active-mutable	premised-on	relabel	grounds-boundary	candidate-new
L167	775b476bcc9b3b729e783d0da94ef31c6c52036470109f74b2b8641e595126d1	a03fa062ecee41edbcfadb87eff4779e294704ec67dd0100d22e9a54b8277c97	grounds	notes	notes	notes/links-encode-conditional-possibilities-not-obligations.md	106	notes/linking-theory.md	active-mutable	exemplifies	relabel	grounds-boundary	authorized
L168	619e7d22278e7236f4dcaa1e90160ef21d90778e88fb6c61beb3868328b3bf19	704e6ce25b4fad209f51d822b2c513a2ffb876b7e7e888db1e2fb256ebbe3332	mechanism	notes	notes	notes/links-encode-conditional-possibilities-not-obligations.md	107	notes/inbound-and-outbound-links-serve-asymmetric-reader-needs.md	active-mutable	operates-through	relabel	mechanism-core:F004	candidate-new
L169	4c97de8214b947f94730a7ef4ec98f8475a4c94fe139f3bd087b4096371340fe	693b1f4861b454740393f70a1795a729812ac2659c358c16e7725a13a8bfa741	grounds	notes	notes	notes/llm-context-is-a-homoiconic-medium.md	45	notes/methodology-enforcement-is-constraining.md	active-mutable	operates-through	relabel	mechanism-core:F072	candidate-new
L170	fb0b31dd1fc8238f72ccfb39f4648110f7cd127349e612193bfe88aa2ffe6472	f6f59ab05916a792fc4b0b1f3f754389b814e4277209e1c7b65fca615a7ccf21	grounds	notes	notes	notes/llm-context-is-composed-without-scoping.md	69	notes/agentic-systems-interpret-underspecified-instructions.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L171	0e573587209cc0c9f314314a32d36df4b4c8a603420996db8730347680068cfa	3559e64c574aabfec8684af6e3844d579e940975bf5f4a0c55c9a844f369b231	grounds	notes	notes	notes/llm-context-is-composed-without-scoping.md	72	notes/instruction-specificity-should-match-loading-frequency.md	active-mutable	remove	remove	mechanism-boundary:F048	not-applicable
L172	6d7d87317cfe61aa12527a6ad130854fe7641dd11db02fdc3b42f475b81ebcf3	593256f589d9b55e418f07f1ceb597ed965cfcef4e20d4bfe3e5d1e8ee6ecdb7	mechanism	notes	notes	notes/llm-context-is-composed-without-scoping.md	75	notes/agent-statelessness-means-the-context-engine-should-inject-context.md	active-mutable	operates-through	relabel	mechanism-core:F025	candidate-new
L173	45c3f616c4fab3859b79f53a761e475f68a8374522d030de684d79e7030fc103	6c0725f155fd0a89711e940409f9304a580b8910845e9abd49263eefe240314e	grounds	notes	notes	notes/llm-context-is-composed-without-scoping.md	78	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	active-mutable	explained-by	relabel	mechanism-core:F089	candidate-new
L174	0acbc350c5ed117970ba8da267c2b64d8a4994838cf932655307eced35f5268f	37ea044a072ee1dbc47d1c073bf2521e0f05086db6dd668e3217fd6ac7298e6d	mechanism	notes	notes	notes/llm-executed-methodologies-are-metacircular-interpreters.md	36	notes/methodology-enforcement-is-constraining.md	active-mutable	explained-by	relabel	mechanism-core:F075	candidate-new
L175	96d346ba26989393fcf3eaa7160fe22dec149a776846f6db91c33a3c0f5bae4b	4f3ada5c99f3ad3169f5e28df9322263f914bc96e5654e56157d5ac0e2bcf5cc	grounds	notes	notes	notes/llm-executed-methodologies-are-metacircular-interpreters.md	38	notes/definitions/system-definition-artifact.md	active-mutable	explained-by	relabel	mechanism-core:F017	candidate-new
L176	85d5511a5e8b2e0cd1378b66b7893c5a4c54378b11fa7caece1672ac94e549d8	c187514c2bf1e984053165430c50f327936bb757ef18381c4c841785d761968a	grounds	notes	notes	notes/llm-generation-confidence-tracks-typicality-not-soundness.md	34	notes/the-boundary-of-automation-is-the-boundary-of-verification.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L177	d355e6b33270b925eaf57b6046801c63ea358e2303c0c03ed81e1da0149de9e3	f4f3556a7f50fa1a4300f6a3d71727981975dfe6b69c7e1300d448078310dfa2	mechanism	notes	notes	notes/llm-mediated-schedulers-are-a-degraded-variant-of-the-clean-model.md	35	notes/session-history-should-not-be-the-default-next-context.md	active-mutable	operates-through	relabel	mechanism-core:F124	candidate-new
L178	3580400f57d5fb0a0b01af7609967baf6ffddfb81db98f55bf5ca54433693c9e	0845c7a430e2305bafaa1468010aeef0925796169523e64647b6c132ca1e8f05	grounds	notes	notes	notes/llm-recompute-cost-inverts-the-store-vs-recompute-default.md	42	notes/context-efficiency-is-the-central-design-concern-in-agent-systems.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L179	6b1c1f644ca54c10fbcf75f04acdb496f977b0b1579f9cbdc69fab8032fa7912	66281340a1748970c4e29311c2ec7a0b186383551be78d7656f96802c011ad1b	grounds	notes	notes	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	46	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	active-mutable	extends	relabel	grounds-drift:G013	authorized
L180	6ea8003e083dd6edb21271b9a0a3a7e5d6c15f5154e6b848bc6b5c3c474c2500	19d483bbf5a9d8ecde4d6a50bfa5839248ec1ed6c6ee91ebbb7627adb89d6b51	grounds	notes	notes	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	48	notes/oracle-accumulation-improves-the-selection-environment.md	active-mutable	operates-through	relabel	grounds-drift:G005	candidate-new
L181	daecf73abdfd0f3064695a4eb6b0c72f5d3f6e1fcc98fbfcee48d73fc58de061	688a587e10bf1868fdb670a84ab7d7abb8bc9a21bb736610d773ab88553a1eb3	grounds	notes	notes	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	49	notes/scheduler-llm-separation-exploits-an-error-correction-asymmetry.md	active-mutable	premised-on	relabel	grounds-drift:G001	candidate-new
L182	4637b503f7eb74cf84af4906a3684e8a6360a2f44a680282f63ac54a39725736	ed967da5c1754b9e1c07f272414f976dac5bdd584852f7a6ef59c255dfff911c	grounds	notes	notes	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	50	notes/self-improvement-is-relative-to-a-declared-objective.md	active-mutable	premised-on	relabel	grounds-drift:G002	candidate-new
L183	7921cfe70f21b086586728c9de9b8fa2ad06839616578811082f0b9ef8349af4	bb6013a1298404268af87458032e72b85bbb23f93bdd50a1b98b098fd3a0a34f	grounds	notes	notes	notes/machinery-persists-by-warrant-not-position-in-a-reflective-loop.md	51	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	active-mutable	premised-on	relabel	grounds-drift:G014	candidate-new
L184	18c0c0d5f0bdbefa2ea9dff482dacae2f824918f7cdfc83b33d91ede5a1ef3c5	f430033a4c8406183b6e276821cb0687e1f55155dcf7f4c010ecee8e49a4ffc1	grounds	notes	notes	notes/measuring-autonomy-well-enough-to-see-it-improve-is-an-open-problem.md	29	notes/methodological-and-computational-closure-track-different-changes.md	active-mutable	extends	relabel	grounds-boundary	authorized
L185	067986589d909d05e754f1ad8b7b65b34b8e0ca82dfa56e08ca0f09cace08c02	ae5091c4dc715cea3bbf9c7f019b488562318c90fbddc912e4aea83a6103f22c	grounds	notes	notes	notes/measuring-autonomy-well-enough-to-see-it-improve-is-an-open-problem.md	30	notes/a-proposal-selection-loop-requires-search-evaluation-and-retention.md	active-mutable	remove	remove	grounds-boundary	not-applicable
L186	61bc19c111c8cbc11ecb3d132334b5a86fb05df84ee53bdf3a9ba1d0fc5ed957	6fe0ec03811fc19a1ab5d84d346f3a955b65da2f5f6405c5a771c6c328bdee77	grounds	notes	notes	notes/measuring-autonomy-well-enough-to-see-it-improve-is-an-open-problem.md	31	notes/definitions/self-improving-system.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L187	6bf1667ece6bb44514b71be9d0e5a573fdd0482ea3504ae134c43de83ea9dea3	32bcc6f635abe6119a24cce9751a749257bec40d5ad908c2cab4b8abe2b8b637	grounds	notes	notes	notes/measuring-autonomy-well-enough-to-see-it-improve-is-an-open-problem.md	33	notes/false-positive-generation-is-filtered-before-retention.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L188	ea5496d71f8c558df93ea5bd36f677bc08b375b97f083a14695e9f1890f8eaf5	80c2e571b87e68601a147e4886bffbf659bc7d3d811bce1a06e2422365d9001d	grounds	notes	notes	notes/mechanistic-constraints-make-popperian-kb-recommendations-actionable.md	56	notes/llm-context-is-composed-without-scoping.md	active-mutable	explained-by	relabel	mechanism-core:F016	candidate-new
L189	55569feb307b501d0c5c079f6ca07ac9486a45553e8755a048f1b9e41bc1af66	576433c023f73e0c4abed2c318a792df8dd5bc5437e19dbd1b699bf205a4a890	mechanism	notes	notes	notes/mechanistic-constraints-make-popperian-kb-recommendations-actionable.md	59	notes/definitions/constraining.md	active-mutable	defined-in	relabel	mechanism-boundary:F086	authorized
L190	650a1b1426515acfba4e83372d843b22455a48b6c2408c9398a7019fb702d0fd	1acf684483a31f0856d8c1b01f47480650bd3393a22403811ace22547f5ef7ca	mechanism	notes	notes	notes/mechanistic-constraints-make-popperian-kb-recommendations-actionable.md	60	notes/deploy-time-learning-is-the-missing-middle.md	active-mutable	exemplifies	relabel	mechanism-boundary:F028	authorized
L191	4a65f829b6b7d31e7b874ed4766712bfa5b818c287e391b7fdb46dd41166b422	8eae3fecdbc216628978a0e9270132307ce89fc72918ffc7b60169515c24b756	grounds	notes	notes	notes/methodological-and-computational-closure-track-different-changes.md	79	notes/a-proposal-selection-loop-requires-search-evaluation-and-retention.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L192	0d83fb5429beb167b7a7f52d6ecc3e1dd080f65fb34e1bd8c0125ae07258241a	5ccb16832ec62f4bce247a0242d299073188027dff4bdbb018b81c9051deafb6	mechanism	notes	notes	notes/methodological-and-computational-closure-track-different-changes.md	80	notes/reflection-buys-addressability.md	active-mutable	explained-by	relabel	mechanism-core:F079	candidate-new
L193	2f29f8174c38bbf05503befe8b333602a3cf92febd9bbeabe7fa24c8ce48e8c8	dba2178a331f17b837f540064e50c8b97d58049ec02f10dcdade7fc5f9139d90	grounds	notes	notes	notes/methodological-and-computational-closure-track-different-changes.md	81	notes/a-methodology-governs-its-own-extension-only-as-far-as-it-settles.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L194	3fd3d86e421f5b347c45d88e298923606e8788f524a2dde3b0098afede7297b1	4c04d034568892e1a07524e9cc9e088d0f48232dfc3ed82d7ca753eb8237ba04	grounds	notes	notes	notes/methodological-and-computational-closure-track-different-changes.md	82	notes/definitions/reflective-system.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L195	a931f912223ad00c1d2816c9cac96c62fd44e9cdf1807b296f47e54b7a1c38ac	57f3b20ad5af698ebef0e32b5ca2fb57af1ea63c394408a615231024ecb88b39	grounds	notes	notes	notes/methodological-and-computational-closure-track-different-changes.md	84	notes/warranted-autonomy-is-bounded-by-oracle-domain.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L196	d72c3bacae698086133feb71b3794a06e5bfd870a72d62e91109018a1488739b	a845671748ef6c1a8af02234192c0a590c4fd996006b93254c6b2b7fa28db359	grounds	notes	notes	notes/methodological-and-computational-closure-track-different-changes.md	85	notes/only-explicit-retention-is-durable-writable-and-addressable.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L197	dfe3a575ba92ef8bb00d77d8bc26b8cba3824bff113c4d2f270250de41bdbda8	b79630f5b7b943092d5c3b19f433d8a2570252d131e765fde249c255ed010873	grounds	notes	notes	notes/methodology-enforcement-is-constraining.md	57	notes/verifiability-gradient.md	active-mutable	exemplifies	relabel	grounds-boundary	authorized
L198	32c3ffeb3676629d512deb55ff18382862e66c82382e8cbe8f27dab1562dc883	c29522274766e70e351af2fc88c828a003741dbb576ce59ff30e19f90df5b4a8	grounds	notes	notes	notes/minimum-viable-vocabulary-is-the-naming-set-that-most-reduces.md	37	notes/information-value-is-observer-relative.md	active-mutable	exemplifies	relabel	grounds-boundary	authorized
L199	37ba21fdabf741c6ce7da2c62e0a1c38b73e096a36499c87f0c67488b37b7ee8	d28b279aa471d789fa59f2354659df649635ba8c13a7201aefd67f326df5d6e1	mechanism	notes	notes	notes/minimum-viable-vocabulary-is-the-naming-set-that-most-reduces.md	38	notes/conjecture-is-seeing-the-particular-as-an-instance-of-the-general.md	active-mutable	explained-by	relabel	mechanism-core:F081	candidate-new
L200	8e180f6fd91258dfed59762f18cec794f13177ef9ac9b452ce817416ce09bbe1	253c2aedbff45a0f76949bff2bf13aee3608c6308557e39d042d0c3420654445	grounds	notes	notes	notes/only-derivation-and-inheritance-warrant-a-scope-claim-use-earns-it.md	66	notes/bitter-lesson-selects-against-unearned-reach-not-against-structure.md	active-mutable	extends	relabel	grounds-drift:G012	authorized
L201	b37bcab92820c88ab6bdad4066e598d507cd54ff908f8cb848e417fd169314e6	0bf48c5d60c5b0dfa6a628a8addc99e5b376f39f7bcce7f4aff969f25cab4360	grounds	notes	notes	notes/only-derivation-and-inheritance-warrant-a-scope-claim-use-earns-it.md	69	notes/definitions/representational-form.md	active-mutable	evidenced-by	relabel	grounds-drift:G010	authorized
L202	218c626cab1776435382bfb17f15f4c5e1a683529b1865b21bd0b95ea23c3ad1	fa860f7818f0adf6e48465f9ee4ad874d71501c39abb1c614f34033472b11b57	grounds	notes	notes	notes/only-derivation-and-inheritance-warrant-a-scope-claim-use-earns-it.md	70	notes/definitions/reflective-system.md	active-mutable	evidenced-by	relabel	grounds-drift:G019	authorized
L203	9a912dfbfd759f15f10af75b2eda949f0611b6d9536c831c71f337ef0994dc09	8a7a80ae2dbd5a6351d3bf16fb5b659b1690483def7521693184914400caf0f8	grounds	notes	notes	notes/only-explicit-retention-is-durable-writable-and-addressable.md	47	notes/reflection-buys-addressability.md	active-mutable	extends	relabel	grounds-boundary	authorized
L204	e710a01b97756e0b0676921f0ef7b04c605cf5cbc55e63c6962241596f37fba6	1003f98a95bc90cd10affa1c31a5a84a85db7e7c80690e2eb08c46c9f9da56bb	grounds	notes	notes	notes/only-explicit-retention-is-durable-writable-and-addressable.md	48	notes/reflective-coverage-is-graded-across-representational-forms.md	active-mutable	extends	relabel	grounds-boundary	authorized
L205	eb93150e0575b335a15320a10454891ff5e6e1ea8da939086b5d9286d256e074	3591220b04f71416fff309922c111024e17dde902aff6e6344bd14e604390b80	grounds	notes	notes	notes/orchestration-strategies-and-run-state-have-opposite-persistence.md	46	notes/bounded-context-orchestration-model.md	active-mutable	operates-through	relabel	mechanism-core:F129	candidate-new
L206	5667d57c33ce3f05c081639ec2928d8fb8be3c5270b9c5a35cd06594807258c1	ebcf80733530a5f49f8f96fb49165a2c43a0c2270969e0216a0c9683e1203e41	mechanism	notes	notes	notes/orchestration-strategies-and-run-state-have-opposite-persistence.md	48	notes/ephemeral-computation-prevents-accumulation.md	active-mutable	operates-through	relabel	mechanism-core:F121	candidate-new
L207	80a06a28d8fad0fa7c2395555b4965a34f060d4a60569bb4dd2cbfc2548ec529	8823894795290a0b55ca9f9ee0c92bfa1c8436f04d8740d5d672c568c3562b51	mechanism	notes	notes	notes/orchestration-strategies-and-run-state-have-opposite-persistence.md	49	notes/deploy-time-learning-is-the-missing-middle.md	active-mutable	exemplifies	relabel	mechanism-boundary:F053	authorized
L208	be4eb8fadc63a9081fa566a36717e634b8794d89a04d5ab8768ed510fc515892	2302b8b275345a39a69aa57a203b013d09b907cd098101cdbcd4cdd578bcb372	mechanism	notes	notes	notes/orchestration-strategies-and-run-state-have-opposite-persistence.md	50	notes/definitions/codification.md	active-mutable	defined-in	relabel	mechanism-boundary:F103	authorized
L209	330830f79d3eae71694905973fb2a3aeb601c36f5496713ff27f2d2529d68e37	7c5ec82861c59dacdb0e0390d19983312901f2b27791659a312b5e808970f8e6	mechanism	notes	notes	notes/orchestration-strategies-and-run-state-have-opposite-persistence.md	51	notes/verifiability-gradient.md	active-mutable	exemplifies	relabel	mechanism-boundary:F050	authorized
L210	ec9449dc64d70e64d5cdba61038e0e52a3cb0179ad1fe2310c9c06dcd6643564	2917f64bc9cc6730aca725c27698eac3868e1f5fa84bdf1ed0862f85bb15fc59	grounds	notes	notes	notes/parametric-reproduction-cannot-replace-an-authoritative-record.md	40	notes/only-explicit-retention-is-durable-writable-and-addressable.md	active-mutable	extends	relabel	grounds-boundary	authorized
L211	27613b99a005f75d3051536a9bacb40c4997b446af283e3f202cbfe7b58c6bb8	5be7115a04bbb41cb55446dd09b56d618d588ae3a80b3d9a9a46ecf65b81ce62	grounds	notes	notes	notes/pointer-design-tradeoffs-in-progressive-disclosure.md	77	notes/agents-navigate-by-deciding-what-to-read-next.md	active-mutable	premised-on	relabel	grounds-boundary	candidate-new
L212	309d3a7429fa4af793bd3a8b75159e3791687e3bf5f1b06d6435404da01318e6	2b057bca0eca33de05d4813544348d1c62ccadd827ecae8dc57a97479a443df7	grounds	notes	notes	notes/pointer-design-tradeoffs-in-progressive-disclosure.md	78	notes/agent-statelessness-makes-routing-architectural-not-learned.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L213	66c872142195259d6c2506fcc8f0c673ee07248763af360e60d53a6fc850a27a	2659cfd20cec2a4bf3b33589de53989e2d4ebce12757684b6685f3f7832a7afb	grounds	notes	notes	notes/pointer-design-tradeoffs-in-progressive-disclosure.md	79	notes/context-efficiency-is-the-central-design-concern-in-agent-systems.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L214	5f6166a78df9751db55ad03f7491e042959dd5f1608de31ba418e9e0a3bd4ca9	cdf8ea65a8d817bbccd5fc5442f2d8c9497e7343aad24677f9bc5fd3f73f9c5b	mechanism	notes	notes	notes/pointer-design-tradeoffs-in-progressive-disclosure.md	80	notes/theory-and-methodology-form-a-two-layer-execution-system.md	active-mutable	explained-by	relabel	mechanism-core:F009	candidate-new
L215	6821d3f1f6b55a43a66c751f5bd733bdac3efb6b93f8c545bd3c43ae9a4a1225	7c4e3036429e106984aee92351dcbb1b1c6613b292688f7597e9e1c321b906dc	grounds	notes	notes	notes/prompt-ablation-converts-human-insight-to-deployable-framing.md	63	notes/oracle-strength-spectrum.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L216	d8e5d1ec1021c0b770fbd0ce923cbcf030a73a938107820322b427f0216af770	c09f7e54f9f5a7699737a749966cb8b8d505c9ac103815874dd200830c08fcbe	grounds	notes	notes	notes/prose-has-no-dereference-reinforce-facts-at-point-of-use.md	38	notes/definitions/representational-form.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L217	3de390735a03207049bdd1c619eece985424e22abbee87ca5196967b782109a0	f85a5b63fb13f0c97b4f3b8df6b69e396e7a6add318c58c409f18aa36e288556	grounds	notes	notes	notes/prose-has-no-dereference-reinforce-facts-at-point-of-use.md	39	notes/agentic-systems-interpret-underspecified-instructions.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L218	f42c3faff51849c00df20bf0cce1fcffef63d350f4e4f68bb3d60cb8504a3d33	c79c4ba84cfcd0937e6b19d132604ad1a0eb7949990ec05c6165a061c0f00bf4	grounds	notes	notes	notes/raw-accumulation-does-not-create-usable-memory.md	28	notes/agent-memory-needs-discoverable-composable-trusted-knowledge-under.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L219	874c69d32ad97aa3038d1a28065be33e4287abeb1645d0d78c1d8b6e0ca6f49c	f8a5df5d4f4b5df0c2a5a2de1556c0a32563ba3d6b575cfbc0de3e099f0ecfe7	grounds	notes	notes	notes/raw-accumulation-does-not-create-usable-memory.md	29	notes/learning-is-not-only-about-generality.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L220	92c069523e8a194759c0925877ebf9ccbf092eeca197282f25fd87c0d1750eda	6b3a539a794e4f8489bdf11649164cd4db4dbef3010a9e08cc378ce98cd37b3a	grounds	notes	notes	notes/raw-accumulation-does-not-create-usable-memory.md	30	notes/knowledge-storage-does-not-imply-contextual-activation.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
L221	54c3aee72d78ede5fcd27069551ca0bbe75d012d8ebb8b0daaa31d25d60dbb8f	72e385f1ddb752a5077222a4af2a02ab78cc70490af9352378a9d343c37f4ada	mechanism	notes	notes	notes/raw-accumulation-does-not-create-usable-memory.md	31	notes/constraining-and-extraction-both-trade-generality-for-reliability.md	active-mutable	explained-by	relabel	mechanism-core:F003	candidate-new
L222	5f920cde44ae81c18d520e5f0d93cc4ddb656b90aed2658ab8e55395eeda28aa	9c0bc2fef5e927c2baa255ecd22bf387588a5cc71be64c14756654598754164f	mechanism	notes	notes	notes/raw-accumulation-does-not-create-usable-memory.md	32	notes/conjecture-is-seeing-the-particular-as-an-instance-of-the-general.md	active-mutable	explained-by	relabel	mechanism-core:F120	candidate-new
L223	afb3d92625bd8e5fcb7bd2e24bfde18bf5ba69471d2dabdc158bda831009cf94	179fb81958900b27dee637ddca2db1f243d72514fff35bf12b1aa4e7150a06e1	grounds	notes	notes	notes/readable-artifact-loop-is-the-tractable-unit-for-continual-learning.md	49	notes/context-efficiency-is-the-central-design-concern-in-agent-systems.md	active-mutable	premised-on	relabel	grounds-baseline:P	candidate-new
